iter	Passed	Remaining
142	2057	12333
143	2073	12323
144	2083	12286
145	2095	12257
146	2108	12232
147	2122	12216
148	2137	12205
149	2149	12183
150	2161	12151
151	2173	12127
152	2185	12101
153	2195	12061
154	2206	12029
155	2218	12000
156	2227	11963
157	2239	11934
158	2250	11901
159	2259	11863
160	2270	11830
161	2281	11801
162	2290	11764
163	2301	11732
164	2315	11716
165	2324	11679
166	2337	11657
167	2348	11630
168	2359	11601
169	2370	11573
170	2381	11544
171	2390	11508
172	2401	11479
173	2412	11452
174	2421	11416
175	2433	11391
176	2444	11364
177	2455	11338
178	2466	11313
179	2477	11287
180	2487	11253
181	2498	11227
182	2508	11201
183	2518	11168
184	2529	11142
185	2538	11109
186	2551	11091
187	2562	11065
188	2571	11035
189	2582	11008
190	2593	10985
191	2603	10956
192	2614	10931
193	2625	10909
194	2634	10877
195	2645	10850
196	2656	10827
197	2668	10806
198	2678	10780
199	2688	10753
200	2699	10728
201	2712	10715
202	2724	10696
203	2733	10667
204	2744	10643
205	2756	10622
206	2765	10596
207	2776	10573
208	2786	10545
209	2797	10525
210	2812	10518
211	2829	10517
212	2856	10554
213	2875	10562
214	2895	10570
215	2914	10579
216	2929	10569
217	2945	10565
218	2959	10554
219	2970	10533
220	2982	10512
221	2994	10492
222	3005	10473
223	3027	10486
224	3043	10481
225	3056	10467
226	3066	10441
227	3080	10429
228	3091	10408
229	3102	10386
230	3112	10359
231	3122	10337
232	3133	10316
233	3144	10294
234	3156	10275
235	3168	10257
236	3178	10232
237	3189	10211
238	3200	10191
239	3210	10166
240	3221	10145
241	3234	10131
242	3244	10106
243	3255	10088
244	3268	10072
245	3277	10047
246	3288	10026
247	3301	10010
248	3314	9995
249	3325	9977
250	3336	9957
251	3348	9937
252	3357	9913
253	3370	9899
254	3382	9881
255	3393	9863
256	3406	9848
257	3420	9838
258	3433	9824
259	3446	9810
260	3458	9791
261	3472	9780
262	3488	9774
263	3502	9764
264	3518	9757
265	3533	9749
266	3548	9741
267	3560	9725
268	3574	9712
269	3587	9700
270	3601	9688
271	3618	9684
272	3633	9674
273	3648	9667
274	3662	9655
275	3677	9646
276	3692	9637
277	3704	9620
278	3718	9608
279	3732	9598
280	3746	9586
281	3760	9574
282	3778	9573
283	3795	9567
284	3809	9557
285	3818	9534
286	3832	9522
287	3906	9658
288	3945	9706
289	3984	9755
290	4016	9786
291	4079	9891
292	4100	9893
293	4135	9931
294	4163	9950
295	4179	9940
296	4202	9947
297	4213	9926
298	4224	9904
299	4234	9881
300	4246	9862
301	4258	9843
302	4268	9817
303	4278	9796
304	4290	9777
305	4300	9754
306	4311	9733
307	4322	9711
308	4332	9687
309	4342	9666
310	4354	9646
311	4363	9621
312	4373	9600
313	4385	9580
314	4396	9560
315	4407	9539
316	4420	9523
317	4430	9501
318	4441	9480
319	4452	9461
320	4463	9441
321	4474	9422
322	4487	9405
323	4497	9382
324	4515	9378
325	4542	9391
326	4563	9391
327	4578	9380
328	4593	9368
329	4610	9361
330	4626	9350
331	4641	9338
332	4656	9326
333	4673	9319
334	4687	9304
335	4701	9290
336	4712	9271
337	4723	9251
338	4737	9238
339	4754	9229
340	4769	9217
341	4786	9208
342	4803	9200
343	4821	9193
344	4835	9179
345	4849	9167
346	4864	9153
347	4874	9133
348	4887	9115
349	4898	9096
350	4907	9074
351	4919	9056
352	4930	9036
353	4940	9015
354	4952	8998
355	4964	8979
356	4973	8957
357	4983	8936
358	4994	8918
359	5004	8896
360	5017	8880
361	5030	8865
362	5039	8843
363	5055	8833
364	5078	8834
365	5092	8821
366	5110	8813
367	5125	8802
368	5141	8792
369	5151	8771
370	5161	8751
371	5174	8735
372	5183	8713
373	5196	8698
374	5208	8680
375	5217	8658
376	5228	8640
377	5239	8621
378	5248	8600
379	5263	8587
380	5274	8569
381	5283	8547
382	5294	8528
383	5305	8510
384	5314	8489
385	5330	8478
386	5358	8487
387	5374	8477
388	5401	8483
389	5424	8484
390	5441	8475
391	5461	8470
392	5476	8458
393	5492	8447
394	5507	8434
395	5522	8423
396	5537	8410
397	5553	8399
398	5563	8379
399	5573	8360
400	5583	8341
401	5593	8320
402	5605	8304
403	5619	8290
404	5629	8271
405	5641	8253
406	5653	8237
407	5665	8219
408	5675	8200
409	5685	8182
410	5697	8164
411	5706	8144
412	5717	8126
413	5726	8105
414	5737	8088
415	5750	8072
416	5761	8055
417	5771	8035
418	5783	8019
419	5794	8001
420	5803	7982
421	5814	7964
422	5824	7945
423	5835	7926
424	5846	7910
425	5858	7893
426	5870	7878
427	5882	7862
428	5900	7853
429	5915	7840
430	5930	7828
431	5955	7830
432	5976	7826
433	5986	7807
434	6000	7794
435	6015	7781
436	6032	7771
437	6046	7758
438	6060	7745
439	6077	7735
440	6103	7737
441	6120	7726
442	6134	7712
443	6177	7736
444	6195	7726
445	6223	7730
446	6238	7717
447	6249	7700
448	6265	7689
449	6281	7677
450	6297	7665
451	6310	7650
452	6323	7635
453	6337	7621
454	6346	7602
455	6359	7586
456	6371	7570
457	6380	7551
458	6394	7536
459	6407	7522
460	6424	7511
461	6438	7497
462	6451	7483
463	6462	7465
464	6475	7450
465	6490	7437
466	6503	7422
467	6512	7403
468	6526	7389
469	6540	7375
470	6553	7360
471	6567	7347
472	6578	7329
473	6592	7315
474	6606	7302
475	6618	7286
476	6630	7269
477	6639	7251
478	6651	7235
479	6663	7218
480	6672	7199
481	6684	7183
482	6696	7167
483	6706	7150
484	6721	7136
485	6733	7121
486	6747	7107
487	6842	7179
488	6863	7172
489	6891	7173
490	6912	7165
491	6927	7152
492	6938	7135
493	6950	7118
494	6961	7102
495	6975	7087
496	6990	7074
497	7001	7057
498	7012	7040
499	7023	7023
500	7032	7004
501	7047	6991
502	7059	6975
503	7070	6958
504	7080	6939
505	7092	6923
506	7103	6906
507	7112	6888
508	7123	6871
509	7134	6855
510	7145	6837
511	7155	6820
512	7165	6802
513	7175	6784
514	7186	6767
515	7199	6753
516	7208	6734
517	7221	6719
518	7230	6701
519	7242	6685
520	7266	6680
521	7285	6671
522	7301	6659
523	7316	6646
524	7334	6635
525	7351	6624
526	7365	6610
527	7374	6592
528	7387	6577
529	7398	6561
530	7409	6544
531	7420	6527
532	7432	6511
533	7442	6494
534	7453	6478
535	7464	6462
536	7478	6447
537	7488	6430
538	7498	6413
539	7508	6395
540	7518	6378
541	7529	6362
542	7538	6344
543	7550	6329
544	7564	6315
545	7577	6301
546	7588	6284
547	7602	6270
548	7613	6254
549	7625	6239
550	7634	6221
551	7645	6205
552	7654	6187
553	7665	6171
554	7679	6157
555	7693	6143
556	7703	6126
557	7713	6109
558	7725	6094
559	7735	6077
560	7746	6061
561	7757	6046
562	7768	6030
563	7780	6014
564	7791	5998
565	7800	5981
566	7811	5965
567	7822	5949
568	7831	5932
569	7842	5916
570	7851	5899
571	7862	5883
572	7873	5867
573	7883	5850
574	7894	5835
575	7906	5820
576	7916	5803
577	7929	5789
578	7954	5783
579	7967	5769
580	7978	5753
581	7991	5739
582	8009	5728
583	8024	5716
584	8039	5703
585	8059	5694
586	8082	5686
587	8098	5674
588	8127	5671
589	8145	5660
590	8164	5650
591	8188	5643
592	8227	5646
593	8260	5645
594	8274	5632
595	8293	5621
596	8309	5609
597	8325	5596
598	8339	5583
599	8355	5570
600	8369	5556
601	8383	5542
602	8402	5531
603	8421	5521
604	8435	5507
605	8449	5493
606	8461	5478
607	8472	5462
608	8484	5447
609	8494	5430
610	8505	5415
611	8517	5400
612	8529	5384
613	8542	5370
614	8557	5357
615	8572	5343
616	8587	5330
617	8602	5317
618	8617	5303
619	8633	5291
620	8647	5277
621	8658	5262
622	8673	5248
623	8689	5236
624	8703	5222
625	8716	5207
626	8727	5192
627	8738	5176
628	8752	5162
629	8767	5149
630	8781	5135
631	8799	5123
632	8814	5110
633	8827	5096
634	8841	5082
635	8854	5067
636	8867	5053
637	8881	5039
638	8894	5025
639	8904	5008
640	8916	4993
641	8929	4979
642	8944	4966
643	8953	4949
644	8968	4935
645	8980	4921
646	8991	4905
647	9001	4889
648	9013	4874
649	9026	4860
650	9036	4844
651	9047	4828
652	9057	4813
653	9068	4797
654	9078	4781
655	9089	4766
656	9098	4750
657	9108	4734
658	9143	4731
659	9199	4739
660	9244	4741
661	9267	4731
662	9286	4720
663	9301	4706
664	9313	4691
665	9327	4677
666	9338	4662
667	9347	4645
668	9358	4630
669	9371	4615
670	9385	4601
671	9395	4585
672	9405	4569
673	9414	4553
674	9424	4537
675	9435	4522
676	9446	4507
677	9458	4492
678	9474	4479
679	9497	4469
680	9510	4455
681	9530	4444
682	9549	4432
683	9563	4418
684	9573	4402
685	9585	4387
686	9599	4373
687	9612	4358
688	9622	4343
689	9632	4327
690	9642	4311
691	9653	4296
692	9665	4281
693	9674	4265
694	9686	4250
695	9698	4236
696	9708	4220
697	9719	4205
698	9730	4190
699	9739	4174
700	9750	4158
701	9761	4143
702	9773	4128
703	9785	4114
704	9797	4099
705	9807	4084
706	9819	4069
707	9829	4053
708	9839	4038
709	9850	4023
710	9863	4009
711	9873	3993
712	9884	3978
713	9895	3963
714	9904	3948
715	9916	3933
716	9927	3918
717	9936	3902
718	9955	3890
719	9985	3883
720	9999	3869
721	10011	3854
722	10021	3839
723	10032	3824
724	10042	3809
725	10052	3793
726	10062	3778
727	10075	3764
728	10084	3748
729	10095	3733
730	10105	3718
731	10116	3703
732	10128	3689
733	10140	3674
734	10150	3659
735	10181	3652
736	10232	3651
737	10275	3647
738	10299	3637
739	10316	3624
740	10337	3613
741	10354	3600
742	10375	3588
743	10394	3576
744	10414	3564
745	10428	3550
746	10447	3538
747	10464	3525
748	10486	3514
749	10506	3502
750	10523	3489
751	10543	3477
752	10564	3465
753	10593	3456
754	10626	3448
755	10654	3438
756	10672	3426
757	10692	3413
758	10723	3404
759	10757	3397
760	10792	3389
761	10822	3380
762	10849	3370
763	10879	3360
764	10912	3352
765	10964	3349
766	11004	3343
767	11038	3334
768	11071	3325
769	11111	3319
770	11134	3307
771	11150	3293
772	11162	3277
773	11173	3262
774	11185	3247
775	11198	3232
776	11211	3217
777	11223	3202
778	11233	3186
779	11245	3171
780	11257	3156
781	11266	3140
782	11277	3125
783	11287	3109
784	11297	3094
785	11307	3078
786	11316	3062
787	11327	3047
788	11340	3032
789	11350	3017
790	11362	3002
791	11373	2987
792	11382	2971
793	11393	2955
794	11405	2941
795	11415	2925
796	11426	2910
797	11439	2895
798	11450	2880
799	11461	2865
800	11472	2850
801	11481	2834
802	11491	2819
803	11503	2804
804	11513	2788
805	11524	2773
806	11536	2759
807	11546	2743
808	11557	2728
809	11568	2713
810	11577	2698
811	11588	2683
812	11599	2668
813	11608	2652
814	11621	2638
815	11631	2622
816	11645	2608
817	11658	2593
818	11672	2579
819	11691	2566
820	11714	2554
821	11732	2540
822	11748	2526
823	11761	2512
824	11778	2498
825	11791	2483
826	11802	2468
827	11817	2454
828	11833	2440
829	11846	2426
830	11856	2411
831	11869	2396
832	11881	2382
833	11891	2366
834	11907	2352
835	11919	2338
836	11932	2323
837	11943	2308
838	11957	2294
839	11971	2280
840	11986	2266
841	11999	2251
842	12012	2237
843	12025	2222
844	12043	2209
845	12059	2195
846	12071	2180
847	12086	2166
848	12097	2151
849	12108	2136
850	12118	2121
851	12129	2106
852	12139	2091
853	12149	2077
854	12162	2062
855	12172	2047
856	12182	2032
857	12196	2018
858	12208	2003
859	12217	1988
860	12229	1974
861	12241	1959
862	12250	1944
863	12261	1930
864	12274	1915
865	12284	1900
866	12295	1886
867	12307	1871
868	12317	1856
869	12330	1842
870	12342	1828
871	12353	1813
872	12364	1798
873	12378	1784
874	12389	1769
875	12399	1755
876	12410	1740
877	12422	1726
878	12432	1711
879	12443	1696
880	12457	1682
881	12467	1668
882	12477	1653
883	12489	1638
884	12502	1624
885	12512	1609
886	12525	1595
887	12537	1581
888	12548	1566
889	12561	1552
890	12575	1538
891	12592	1524
892	12604	1510
893	12622	1496
894	12640	1483
895	12660	1469
896	12675	1455
897	12691	1441
898	12704	1427
899	12717	1413
900	12727	1398
901	12741	1384
902	12753	1369
903	12764	1355
904	12774	1340
905	12789	1326
906	12800	1312
907	12810	1297
908	12820	1283
909	12832	1269
910	12842	1254
911	12852	1240
912	12863	1225
913	12901	1213
914	12924	1200
915	12946	1187
916	12962	1173
917	12976	1159
918	12996	1145
919	13011	1131
920	13032	1117
921	13054	1104
922	13080	1091
923	13096	1077
924	13217	1071
925	13268	1060
926	13431	1057
927	13471	1045
928	13515	1032
929	13553	1020
930	13601	1008
931	13666	997
932	13722	985
933	13781	973
934	13818	960
935	13881	949
936	13935	936
937	13996	925
938	14025	911
939	14117	901
940	14169	888
941	14232	876
942	14254	861
943	14271	846
944	14284	831
945	14295	816
946	14304	800
947	14316	785
948	14326	769
949	14337	754
950	14350	739
951	14360	724
952	14371	708
953	14382	693
954	14392	678
955	14405	663
956	14416	647
957	14426	632
958	14435	617
959	14447	601
960	14462	586
961	14474	571
962	14488	556
963	14501	541
964	14515	526
965	14528	511
966	14538	496
967	14551	481
968	14565	465
969	14577	450
970	14587	435
971	14598	420
972	14612	405
973	14626	390
974	14636	375
975	14648	360
976	14660	345
977	14671	330
978	14684	314
979	14695	299
980	14707	284
981	14717	269
982	14729	254
983	14742	239
984	14752	224
985	14765	209
986	14777	194
987	14789	179
988	14798	164
989	14809	149
990	14822	134
991	14832	119
992	14843	104
993	14855	89
994	14865	74
995	14879	59
996	14891	44
997	14905	29
998	14917	14
999	14929	0
